CountryCode,Year,Week,Sex,0-14,15-64,65-74,75-84,85+,Total,0-14,15-64,65-74,75-84,85+,Total,Split,SplitSex,Forecast
AUS,2019,2,f,8.26386371873867,187.736136281261,189,339,724,1448,0.000187078713674629,0.00117466926128294,0.00833934767489284,0.0268232239981447,0.120667224236907,0.00590308353129099,1,0,0
AUS,2019,2,b,26.5921885013524,541.407811498647,487,760,1182,2997,0.000292445895225881,0.00169992332002574,0.0110292657273238,0.0319891113123091,0.121631702829196,0.00615335932681373,1,0,0
AUS,2019,3,m,17.8701166630483,352.129883336952,282,462,468,1582,0.000382190491257764,0.00221927156583836,0.0131214006020185,0.0415475755928643,0.125877888051871,0.0065438014611758,1,0,0
AUS,2019,3,f,10.2210945994926,216.778905400507,187,342,703,1459,0.000231386830071251,0.00135639052615335,0.00825110060955006,0.0270605976618451,0.117167208064289,0.0059479273978961,1,0,0
AUS,2019,3,b,28.0912112625409,568.908788737459,469,804,1171,3041,0.000308931302334719,0.00178627145084112,0.0106216131953077,0.033841112493548,0.12049976650845,0.00624369893655007,1,0,0
AUS,2019,4,m,15.5790760652216,341.420923934778,309,437,450,1553,0.000333191710327282,0.00215177917105567,0.0143777049149777,0.03929933016035,0.121036430819106,0.00642384555575602,1,0,0
AUS,2019,4,f,10.8735048930772,194.126495106923,193,294,712,1404,0.000246156202203459,0.00121465388134471,0.0085158418055784,0.0232626190426387,0.118667214995411,0.00572370806487055,1,0,0
AUS,2019,4,b,26.4525809582988,535.547419041701,502,731,1162,2957,0.0002909105701846,0.00168152273992607,0.0113689761706705,0.0307684741701289,0.119573636791477,0.00607123240887161,1,0,0
AUS,2019,5,m,15.5790760652216,315.420923934778,294,405,497,1527,0.000333191710327282,0.0019879161664024,0.0136797580744448,0.0364215760067317,0.133678013593546,0.00631629888193138,1,0,0
AUS,2019,5,f,9.13374411018485,174.866255889815,203,316,660,1363,0.000206771209850905,0.00109414212787282,0.00895707713229231,0.0250033592431083,0.110000508282263,0.00555656274388786,1,0,0
AUS,2019,5,b,24.7128201754064,490.287179824593,497,721,1157,2890,0.000271777662052351,0.00153941371511881,0.0112557393562216,0.0303475648107564,0.119059120282047,0.00593366982131855,1,0,0
AUS,2019,6,m,14.3571877463807,346.642812253619,287,410,494,1552,0.000307059027164358,0.00218468972143602,0.0133540495488628,0.0368712250932345,0.132871104054752,0.0064197091452243,1,0,0
AUS,2019,6,f,11.0909749909387,215.909025009061,184,342,652,1405,0.000251079326247528,0.00135094766482114,0.00811873001153588,0.0270605976618451,0.108667168787933,0.00572778478001646,1,0,0
AUS,2019,6,b,25.4481627373194,562.55183726268,471,752,1146,2957,0.000279864544927951,0.00176631176458107,0.0106669079210873,0.0316523838248111,0.117927183961301,0.00607123240887161,1,0,0
AUS,2019,7,m,12.8298273478296,300.17017265217,266,431,499,1509,0.000274393173210703,0.00189179947684902,0.0123769239721168,0.0387597512565465,0.134215953286076,0.00624184349236048,1,0,0
AUS,2019,7,f,10.2210945994926,211.778905400507,173,328,726,1449,0.000231386830071251,0.00132510541278756,0.00763337115215059,0.0259528538979099,0.121000559110489,0.00590716024643691,1,0,0
AUS,2019,7,b,23.0509219473222,511.949078052677,439,759,1225,2958,0.000253501042395353,0.00160742818622889,0.00994219230861425,0.0319470203763718,0.126056544810292,0.00607328558182016,1,0,0
AUS,2019,8,m,16.1900202246421,360.809979775358,287,451,491,1606,0.000346258051908744,0.00227397720749518,0.0133540495488628,0.040558347602558,0.132064194515958,0.006643075313937,1,0,0
AUS,2019,8,f,12.1783254802465,172.821674519754,216,347,740,1488,0.000275694946467874,0.00108134913588323,0.00953068305702039,0.0274562204346791,0.123333903225568,0.00606615213712776,1,0,0
AUS,2019,8,b,28.3683457048886,533.631654295112,503,798,1231,3094,0.000311979070670378,0.00167550758259135,0.0113916235335603,0.0335885668779245,0.126673964621607,0.00635251710282338,1,0,0
AUS,2019,9,m,15.4263400253665,387.573659974634,260,403,492,1558,0.000329925124931916,0.00244265324799643,0.0120977452359036,0.0362417163721305,0.132333164362223,0.0064445276084146,1,0,0
AUS,2019,9,f,11.0909749909387,187.909025009061,178,362,711,1450,0.000251079326247528,0.00117575102997271,0.00785398881550754,0.028643088753181,0.11850054755862,0.00591123696158283,1,0,0
AUS,2019,9,b,26.5173150163052,575.482684983695,438,765,1203,3008,0.000291622478854484,0.00180691230473178,0.00991954494572447,0.0321995659919953,0.123792672168801,0.00617594422924782,1,0,0
AUS,2019,10,m,11.6079390289887,331.392060971011,297,399,460,1499,0.000248260490047779,0.00208857303188264,0.0138193474425514,0.0358819971029282,0.123726129281753,0.00620047938704332,1,0,0
AUS,2019,10,f,13.2656759695542,206.734324030446,183,323,701,1427,0.00030031056668822,0.0012935413527785,0.00807460647886449,0.0255572311250759,0.116833873190707,0.00581747251322669,1,0,0
AUS,2019,10,b,24.8736149985429,538.126385001457,480,722,1161,2926,0.00027354599285361,0.00168962022999443,0.0108707341870953,0.0303896557466936,0.119470733489591,0.00600758404746646,1,0,0
AUS,2019,11,m,18.9392689420341,349.060731057966,310,427,446,1551,0.000405056589025323,0.00219992846913939,0.0144242347043466,0.0384000319873442,0.119960551434048,0.00641557273469258,1,0,0
AUS,2019,11,f,10.4385646973541,197.561435302646,220,340,690,1458,0.000236309954115321,0.0012361463800303,0.00970717718770595,0.0269023485527115,0.115000531386002,0.00594385068275018,1,0,0
AUS,2019,11,b,29.3778336393882,546.622166360612,530,767,1136,3009,0.000323080849777782,0.00171629545807119,0.0120031023315844,0.0322837478638698,0.116898150942442,0.00617799740219637,1,0,0
AUS,2019,12,m,13.2880354673949,323.711964532605,291,414,465,1507,0.000284192929396799,0.00204016981348171,0.0135401687063383,0.0372309443624368,0.125070978513077,0.00623357067129705,1,0,0
AUS,2019,12,f,14.1355563610004,199.864443639,201,337,661,1413,0.000320003062864497,0.00125055635540733,0.00886883006694953,0.0266649748890111,0.110167175719054,0.00576039850118382,1,0,0
AUS,2019,12,b,27.4235918283953,523.576408171605,492,751,1126,2920,0.000301589200232856,0.00164393591515155,0.0111425025417727,0.0316102928888738,0.115869117923582,0.00599526500977514,1,0,0
AUS,2019,13,m,12.2188831884091,316.781116811591,329,448,517,1623,0.000261326831629241,0.00199648867762173,0.0153083007023549,0.0402885581506563,0.13905741051884,0.00671339429297619,1,0,0
AUS,2019,13,f,9.78615440376948,193.213845596231,173,332,674,1382,0.000221540581983113,0.00120894341266367,0.00763337115215059,0.0262693521161771,0.112333852397341,0.00563402033166032,1,0,0
AUS,2019,13,b,22.0050375921786,509.994962407822,502,780,1191,3005,0.0002419989959757,0.0016012926139594,0.0113689761706705,0.0328309300310541,0.122557832546169,0.00616978471040216,1,0,0
AUS,2019,14,m,13.7462435869602,323.25375641304,267,458,504,1566,0.000293992685582896,0.00203728199197292,0.0124234537614856,0.041187856323662,0.135560802517399,0.00647761889266833,1,0,0
AUS,2019,14,f,13.9180862631388,210.081913736861,176,348,648,1396,0.000315079938820427,0.00131448729747197,0.00776574175016476,0.0275353449892459,0.108000499040767,0.00569109434370319,1,0,0
AUS,2019,14,b,27.664329850099,533.335670149901,443,806,1152,2962,0.000304236701256266,0.00167457824551842,0.0100327817601734,0.0339252943654225,0.118544603772617,0.00608149827361437,1,0,0
AUS,2019,15,m,12.2188831884091,337.781116811591,307,448,517,1622,0.000261326831629241,0.00212883956599552,0.01428464533624,0.0402885581506563,0.13905741051884,0.00670925788244447,1,0,0
AUS,2019,15,f,10.4385646973541,177.561435302646,207,345,703,1443,0.000236309954115321,0.00111100592656714,0.00913357126297787,0.0272979713255455,0.117167208064289,0.00588269995556139,1,0,0
AUS,2019,15,b,22.6574478857632,515.342552114237,514,793,1220,3065,0.000249173836525293,0.00161808308549453,0.0116407445253479,0.0333781121982383,0.125542028300862,0.00629297508731534,1,0,0
AUS,2019,16,m,15.7318121050767,344.268187894923,291,442,521,1614,0.000336458295722647,0.00216972383365375,0.0135401687063383,0.0397489792468528,0.140133289903899,0.00667616659819074,1,0,0
AUS,2019,16,f,12.1783254802465,217.821674519754,173,366,668,1437,0.000275694946467874,0.00136291515617534,0.00763337115215059,0.0289595869714482,0.111333847776594,0.00585823966468588,1,0,0
AUS,2019,16,b,27.9101375853232,562.089862414677,464,808,1189,3051,0.000306939956130435,0.00176486124650448,0.0105083763808588,0.034009476237297,0.122352025942397,0.0062642306660356,1,0,0
AUS,2019,17,m,16.037284184787,320.962715815213,315,430,486,1568,0.000342991466513378,0.00202284288442898,0.0146568836511909,0.038669821439246,0.130719345284635,0.00648589171373177,1,0,0
AUS,2019,17,f,12.395795578108,225.604204421892,179,348,683,1448,0.000280618070511943,0.00141161062222755,0.00789811234817893,0.0275353449892459,0.113833859328463,0.00590308353129099,1,0,0
AUS,2019,17,b,28.433079762895,546.566920237105,494,778,1169,3016,0.000312690979340261,0.00171612199516265,0.0111877972675523,0.0327467481591796,0.120293959904678,0.00619236961283624,1,0,0
AUS,2019,18,m,18.0228527029034,323.977147297097,310,395,478,1525,0.00038545707665313,0.0020418411075037,0.0144242347043466,0.0355222778337259,0.128567586514517,0.00630802606086795,1,0,0
AUS,2019,18,f,9.78615440376948,194.213845596231,176,348,766,1494,0.000221540581983113,0.00121520043533682,0.00776574175016476,0.0275353449892459,0.127667256582142,0.00609061242800327,1,0,0
AUS,2019,18,b,27.8090071066729,518.190992893328,486,743,1244,3019,0.000305827780148304,0.00162702667811224,0.011006618364434,0.0312735654013758,0.128011707546125,0.0061985291316819,1,0,0
AUS,2019,19,m,15.5790760652216,341.420923934778,303,480,575,1715,0.000333191710327282,0.00215177917105567,0.0140985261787646,0.0431663123042746,0.154657661602191,0.00709394406189412,1,0,0
AUS,2019,19,f,10.8735048930772,173.126495106923,165,377,761,1487,0.000246156202203459,0.0010832564052084,0.00728038289077946,0.029829957071683,0.126833919398185,0.00606207542198184,1,0,0
AUS,2019,19,b,26.4525809582988,514.547419041701,468,857,1336,3202,0.0002909105701846,0.00161558651041042,0.0105989658324179,0.0360719320982222,0.137478811319632,0.00657425978126712,1,0,0
AUS,2019,20,m,15.2736039855114,347.726396014489,306,465,561,1695,0.000326658539536551,0.00219151892493023,0.0142381155468711,0.041817365044766,0.150892083754486,0.00701121585125979,1,0,0
AUS,2019,20,f,13.9180862631388,190.081913736861,166,376,778,1524,0.000315079938820427,0.00118934684400881,0.00732450642345085,0.0297508325171162,0.129667265823637,0.00621291388238085,1,0,0
AUS,2019,20,b,29.1916902486502,537.80830975135,472,841,1339,3219,0.000321033749722742,0.00168862153081851,0.0106895552839771,0.0353984771232262,0.13778752122529,0.00660916372139253,1,0,0
AUS,2019,21,m,14.5099237862358,336.490076213764,347,480,550,1728,0.000310325612559723,0.00212070288170747,0.0161458369109944,0.0431663123042746,0.147933415445574,0.00714771739880644,1,0,0
AUS,2019,21,f,10.6560347952157,200.343965204784,193,384,769,1557,0.00024123307815939,0.00125355673271672,0.0085158418055784,0.0303838289536506,0.128167258892516,0.00634744548219618,1,0,0
AUS,2019,21,b,25.1659585814515,536.834041418548,540,864,1319,3285,0.000276761022741537,0.00168556250318034,0.0122295759604822,0.036366568649783,0.135729455187571,0.00674467313599703,1,0,0
AUS,2019,22,m,16.6482283442074,341.351771655793,312,497,558,1725,0.00035605780809484,0.00215134334412439,0.0145172942830843,0.0446951191983843,0.150085174215692,0.00713530816721129,1,0,0
AUS,2019,22,f,13.0482058716926,216.951794128307,225,381,796,1632,0.000295387442644151,0.00135747229484313,0.0099277948510629,0.0301464552899502,0.132667279685881,0.00665319911814012,1,0,0
AUS,2019,22,b,29.6964342159,558.3035657841,537,878,1354,3357,0.000326584639276444,0.0017529729549022,0.0121616338718129,0.0369558417529044,0.139331070753579,0.00689250158829286,1,0,0
AUS,2019,23,m,17.5646445833381,360.435355416662,316,515,548,1757,0.000375657320467033,0.00227161616622471,0.0147034134405597,0.0463138559097946,0.147395475753045,0.00726767330422622,1,0,0
AUS,2019,23,f,10.8735048930772,188.126495106923,225,373,803,1600,0.000246156202203459,0.00117711174530577,0.0099277948510629,0.0295134588534158,0.13383395174342,0.00652274423347071,1,0,0
AUS,2019,23,b,28.4381494764153,548.561850523585,541,888,1351,3357,0.000312746733191017,0.0017223857180787,0.012252223323372,0.0373767511122769,0.139022360847922,0.00689250158829286,1,0,0
AUS,2019,24,m,16.1900202246421,351.809979775358,333,527,605,1833,0.000346258051908744,0.00221725539819213,0.0154944198598304,0.0473930137174014,0.162726756990132,0.00758204050463669,1,0,0
AUS,2019,24,f,15.4403769481696,212.55962305183,202,371,826,1627,0.000349541807128912,0.00132999038083322,0.00891295359962092,0.0293552097442822,0.13766730278962,0.00663281554241053,1,0,0
AUS,2019,24,b,31.6303971728117,564.369602827188,535,898,1431,3460,0.000347853273418345,0.0017720192220795,0.0121163391460333,0.0377976604716494,0.147254624998798,0.00710397840199383,1,0,0
AUS,2019,25,m,16.8009643840625,364.199035615937,320,483,615,1799,0.000359324393490206,0.00229533647184037,0.0148895325980352,0.0434361017561763,0.165416455452779,0.00744140254655832,1,0,0
AUS,2019,25,f,10.2210945994926,188.778905400507,225,382,810,1616,0.000231386830071251,0.00118119389130493,0.0099277948510629,0.030225579844517,0.135000623800959,0.00658797167580541,1,0,0
AUS,2019,25,b,27.0220589835551,552.977941016444,545,865,1425,3415,0.000297173368408187,0.00173625144933103,0.0123428127749311,0.0364086595857202,0.146637205187482,0.00701158561930894,1,0,0
AUS,2019,26,m,14.0517156666705,352.94828433333,335,467,564,1733,0.000300525856373627,0.00222442947531058,0.0155874794385681,0.0419972246793671,0.15169899329328,0.00716839945146502,1,0,0
AUS,2019,26,f,10.8735048930772,202.126495106923,225,400,856,1694,0.000246156202203459,0.00126471006272998,0.0099277948510629,0.0316498218267194,0.142667325893359,0.00690595545718711,1,0,0
AUS,2019,26,b,24.9252205597477,555.074779440253,560,867,1420,3427,0.000274113521718126,0.00174283514550101,0.0126825232182779,0.0364928414575947,0.146122688678052,0.00703622369469158,1,0,0
AUS,2019,27,m,16.6482283442074,358.351771655793,374,467,568,1784,0.00035605780809484,0.0022584845394746,0.0174021412239536,0.0419972246793671,0.152774872678339,0.00737935638858257,1,0,0
AUS,2019,27,f,10.4385646973541,196.561435302646,202,412,846,1667,0.000236309954115321,0.00122988935735714,0.00891295359962092,0.032599316481521,0.141000651525446,0.00679588414824729,1,0,0
AUS,2019,27,b,27.0867930415615,554.913206958439,576,879,1414,3451,0.00029788527707807,0.00174232783691795,0.0130448810245144,0.0369979326888417,0.145505268866737,0.00708549984545685,1,0,0
AUS,2019,28,m,14.6626598260909,344.337340173909,314,485,592,1750,0.000313592197955089,0.00217015966058503,0.014610353861822,0.0436159613907774,0.159230148988691,0.00723871843050421,1,0,0
AUS,2019,28,f,9.35121420804639,184.648785791954,209,372,824,1599,0.000211694333894975,0.00115535163927135,0.00922181832832065,0.029434334298849,0.137333967916038,0.00651866751832479,1,0,0
AUS,2019,28,b,24.0138740341373,528.986125965863,523,857,1416,3349,0.000264091046488997,0.0016609214577276,0.0118445707913559,0.0360719320982222,0.145711075470508,0.00687607620470443,1,0,0
AUS,2019,29,m,14.2044517065256,326.795548293474,323,502,604,1770,0.000303792441768992,0.00205960386348771,0.0150291219661418,0.0451447682848872,0.162457787143867,0.00732144664113854,1,0,0
AUS,2019,29,f,10.6560347952157,186.343965204784,213,409,868,1687,0.00024123307815939,0.0011659584152925,0.00939831245900621,0.0323619428178206,0.144667335134855,0.00687741845116568,1,0,0
AUS,2019,29,b,24.8604865017413,513.139513498258,536,911,1472,3457,0.000273401613048243,0.00161116593978905,0.0121389865089231,0.0383448426388336,0.151473660376122,0.00709781888314817,1,0,0
AUS,2019,30,m,16.6482283442074,355.351771655793,326,509,636,1843,0.00035605780809484,0.00223957726970692,0.0151687113342483,0.0457742770059912,0.171064822224337,0.00762340460995386,1,0,0
AUS,2019,30,f,9.56868430590794,179.431315694092,199,390,870,1648,0.000216617457939044,0.00112270581057251,0.00878058300160674,0.0308585762810514,0.145000670008438,0.00671842656047483,1,0,0
AUS,2019,30,b,26.2169126501153,534.783087349885,525,899,1506,3491,0.000288318823011945,0.00167912287564713,0.0118898655171355,0.0378397514075867,0.154972372640244,0.00716762676339898,1,0,0
AUS,2019,31,m,13.5935075471051,305.406492452895,325,468,556,1668,0.00029072610018753,0.00192480098053641,0.0151221815448795,0.0420871544966677,0.149547234523162,0.00689953276690344,1,0,0
AUS,2019,31,f,12.6132656759696,202.38673432403,206,400,851,1672,0.000285541194556012,0.00126633838541187,0.00908944773030648,0.0316498218267194,0.141833988709403,0.00681626772397689,1,0,0
AUS,2019,31,b,26.2067732230747,507.793226776925,531,868,1407,3340,0.000288207315310433,0.00159437955939313,0.0120257496944742,0.0365349323935319,0.144784945753535,0.00685759764816745,1,0,0
AUS,2019,32,m,18.786532902179,371.213467097821,325,507,585,1807,0.000401790003629957,0.00233954438793868,0.0151221815448795,0.04559441737139,0.157347360064838,0.00747449383081206,1,0,0
AUS,2019,32,f,10.4385646973541,191.561435302646,179,418,870,1669,0.000236309954115321,0.00119860424399135,0.00789811234817893,0.0330740638089217,0.145000670008438,0.00680403757853913,1,0,0
AUS,2019,32,b,29.2250975995331,562.774902400467,504,925,1455,3476,0.000321401144931135,0.00176701214906308,0.0114142708964501,0.0389341157419551,0.149724304244061,0.00713682916917068,1,0,0
AUS,2019,33,m,14.815395865946,312.184604134054,336,469,632,1764,0.000316858783350454,0.0019675195092268,0.0156340092279369,0.0421770843139683,0.169988942839278,0.00729662817794824,1,0,0
AUS,2019,33,f,12.6132656759696,210.38673432403,230,388,836,1677,0.000285541194556012,0.00131639456679713,0.0101484125144199,0.0307003271719178,0.139333977157533,0.00683665129970648,1,0,0
AUS,2019,33,b,27.4286615419156,522.571338458084,566,857,1468,3441,0.000301644954083612,0.00164078017670822,0.0128184073956166,0.0360719320982222,0.151062047168578,0.00706496811597132,1,0,0
AUS,2019,34,m,15.1208679456563,358.879132054344,298,509,629,1810,0.000323391954141185,0.00226180818791467,0.0138658772319203,0.0457742770059912,0.169182033300484,0.00748690306240721,1,0,0
AUS,2019,34,f,13.7006161652773,213.299383834723,248,388,851,1714,0.000310156814776358,0.00133461908082449,0.0109426361025049,0.0307003271719178,0.141833988709403,0.0069874897601055,1,0,0
AUS,2019,34,b,28.8214841109336,572.178515889067,546,897,1480,3524,0.000316962431359564,0.00179653780702788,0.0123654601378209,0.0377555695357122,0.152296886791209,0.00723538147070123,1,0,0
AUS,2019,35,m,15.2736039855114,363.726396014489,346,483,568,1776,0.000326658539536551,0.00229235769702455,0.0160993071216255,0.0434361017561763,0.152774872678339,0.00734626510432884,1,0,0
AUS,2019,35,f,13.4831460674157,198.516853932584,231,380,844,1667,0.000305233690732289,0.00124212445606018,0.0101925360470912,0.0300673307353834,0.140667316651864,0.00679588414824729,1,0,0
AUS,2019,35,b,28.7567500529271,562.243249947073,577,863,1412,3443,0.000316250522689679,0.00176534285581596,0.0130675283874042,0.0363244777138457,0.145299462262965,0.00706907446186843,1,0,0
AUS,2019,36,m,16.4954923043523,360.504507695648,351,460,561,1749,0.000352791222699475,0.00227205199315599,0.0163319560684698,0.0413677159582631,0.150892083754486,0.00723458201997249,1,0,0
AUS,2019,36,f,13.0482058716926,219.951794128307,219,415,883,1750,0.000295387442644151,0.0013762433628626,0.00966305365503456,0.0328366901452214,0.147167346686725,0.00713425150535859,1,0,0
AUS,2019,36,b,29.5436981760449,580.456301823955,570,875,1444,3499,0.000324904934429796,0.00182252856861284,0.0129089968471757,0.0368295689450927,0.148592367923315,0.0071840521469874,1,0,0
AUS,2019,37,m,16.1900202246421,336.809979775358,322,456,610,1741,0.000346258051908744,0.0021227190493537,0.0149825921767729,0.0410079966890608,0.164071606221455,0.00720149073571875,1,0,0
AUS,2019,37,f,9.35121420804639,187.648785791954,214,376,839,1626,0.000211694333894975,0.00117412270729083,0.00944243599167761,0.0297508325171162,0.139833979467907,0.00662873882726461,1,0,0
AUS,2019,37,b,25.5412344326885,524.458765567312,536,832,1449,3367,0.000280888094955472,0.00164670635894956,0.0121389865089231,0.035019658699791,0.149106884432745,0.00691303331777839,1,0,0
AUS,2019,38,m,14.815395865946,350.184604134054,347,499,537,1748,0.000316858783350454,0.00220701159295081,0.0161458369109944,0.0448749788329854,0.144436807444134,0.00723044560944077,1,0,0
AUS,2019,38,f,12.8307357738311,195.169264226169,200,341,836,1585,0.000290464318600081,0.00122117851136671,0.00882470653427814,0.0269814731072783,0.139333977157533,0.00646159350628192,1,0,0
AUS,2019,38,b,27.6461316397771,545.353868360223,547,840,1373,3333,0.000304036567600143,0.00171231323006891,0.0123881075007107,0.035356386187289,0.141286233489413,0.00684322543752758,1,0,0
AUS,2019,39,m,14.815395865946,328.184604134054,271,460,544,1618,0.000316858783350454,0.00206835828132112,0.0126095729189611,0.0413677159582631,0.146319596367986,0.0066927122403176,1,0,0
AUS,2019,39,f,10.6560347952157,204.343965204784,218,319,730,1482,0.00024123307815939,0.00127858482340935,0.00961893012236317,0.0252407329068087,0.121667228857655,0.00604169184625224,1,0,0
AUS,2019,39,b,25.4714306611617,532.528569338838,489,779,1274,3100,0.000280120432434832,0.00167204409388411,0.0110745604531033,0.0327888390951168,0.131098806602703,0.0063648361405147,1,0,0
AUS,2019,40,m,13.44077150725,335.55922849275,283,460,555,1647,0.000287459514792165,0.00211483628538285,0.0131679303913874,0.0413677159582631,0.149278264676898,0.00681266814573739,1,0,0
AUS,2019,40,f,13.7006161652773,222.299383834723,202,356,805,1599,0.000310156814776358,0.00139093228488292,0.00891295359962092,0.0281683414257802,0.134167286617003,0.00651866751832479,1,0,0
AUS,2019,40,b,27.1413876725273,557.858612327473,485,816,1360,3246,0.000298485678046441,0.00175157588093839,0.0109839710015442,0.034346203724795,0.139948490564895,0.00666459939100346,1,0,0
AUS,2019,41,m,16.6482283442074,341.351771655793,287,465,521,1631,0.00035605780809484,0.00215134334412439,0.0133540495488628,0.041817365044766,0.140133289903899,0.00674648557722992,1,0,0
AUS,2019,41,f,7.3939833272925,184.606016672708,212,348,779,1531,0.000167386217498352,0.00115508403192252,0.00935418892633482,0.0275353449892459,0.129833933260429,0.00624145088840228,1,0,0
AUS,2019,41,b,24.0422116714999,525.957788328501,499,813,1300,3162,0.000264402687846634,0.00165141302127484,0.0113010340820012,0.0342199309169833,0.133774292451738,0.006492132863325,1,0,0
AUS,2019,42,m,13.1352994275398,342.86470057246,318,450,503,1627,0.000280926344001434,0.00216087846251331,0.0147964730192975,0.0404684177852574,0.135291832671134,0.00672993993510305,1,0,0
AUS,2019,42,f,12.1783254802465,207.821674519754,208,364,728,1520,0.000275694946467874,0.00130034492944376,0.00917769479564926,0.0288013378623146,0.121333893984072,0.00619660702179717,1,0,0
AUS,2019,42,b,25.3136249077863,550.686375092214,526,814,1231,3147,0.000278384973737428,0.00172905634377245,0.0119125128800253,0.0342620218529205,0.126673964621607,0.0064613352690967,1,0,0
AUS,2019,43,m,16.037284184787,352.962715815213,289,471,515,1644,0.000342991466513378,0.00222452042861762,0.0134471091276005,0.0423569439485694,0.138519470826311,0.00680025891414224,1,0,0
AUS,2019,43,f,13.0482058716926,217.951794128307,195,317,762,1505,0.000295387442644151,0.00136372931751629,0.00860408887092118,0.0250824837976751,0.127000586834977,0.00613545629460838,1,0,0
AUS,2019,43,b,29.0854900564796,570.91450994352,484,788,1277,3149,0.000319865819889855,0.00179256905530718,0.0109613236386544,0.033167657518552,0.131407516508361,0.00646544161499381,1,0,0
AUS,2019,44,m,14.9681319058012,334.031868094199,298,463,486,1596,0.00032012536874582,0.00210521021368689,0.0138658772319203,0.0416375054101648,0.130719345284635,0.00660171120861983,1,0,0
AUS,2019,44,f,11.3084450888003,207.6915549112,192,362,713,1486,0.000256002450291597,0.00129953076810282,0.00847171827290701,0.028643088753181,0.118833882432202,0.00605799870683592,1,0,0
AUS,2019,44,b,26.2765769946015,541.723423005399,490,825,1199,3082,0.000288974977831073,0.00170091428348988,0.0110972078159931,0.0347250221482302,0.123381058961257,0.00632787902744075,1,0,0
AUS,2019,45,m,12.3716192282642,326.628380771736,271,394,548,1552,0.000264593417024606,0.00205855030301108,0.0126095729189611,0.0354323480164254,0.147395475753045,0.0064197091452243,1,0,0
AUS,2019,45,f,10.4385646973541,172.561435302646,197,338,699,1417,0.000236309954115321,0.00107972081320135,0.00869233593626396,0.0267440994435779,0.116500538317124,0.0057767053617675,1,0,0
AUS,2019,45,b,22.8101839256183,499.189816074382,468,732,1247,2969,0.000250853541371941,0.00156736639450264,0.0105989658324179,0.0308105651060661,0.128320417451783,0.00609587048425424,1,0,0
AUS,2019,46,m,16.037284184787,330.962715815213,300,436,506,1589,0.000342991466513378,0.00208586711698793,0.013958936810658,0.0392094003430494,0.136098742209928,0.00657275633489782,1,0,0
AUS,2019,46,f,10.6560347952157,168.343965204784,209,347,709,1444,0.00024123307815939,0.00105333200717566,0.00922181832832065,0.0274562204346791,0.118167212685037,0.00588677667070731,1,0,0
AUS,2019,46,b,26.6933189800027,499.306681019997,509,783,1215,3033,0.000293558071208013,0.00156773332944914,0.011527507710899,0.0329572028388658,0.125027511791432,0.00622727355296164,1,0,0
AUS,2019,47,m,17.411908543483,353.588091456517,282,431,505,1589,0.000372390735071668,0.00222846181060304,0.0131214006020185,0.0387597512565465,0.135829772363664,0.00657275633489782,1,0,0
AUS,2019,47,f,11.7433852845234,164.256614715477,191,352,672,1391,0.000265848698379736,0.00102775736249092,0.00842759474023562,0.027851843207513,0.112000517523759,0.0056707107679736,1,0,0
AUS,2019,47,b,29.1552938280064,517.844706171994,473,783,1177,2980,0.000320633482410495,0.00162593939998195,0.0107122026468668,0.0329572028388658,0.121117186319766,0.00611845538668833,1,0,0
AUS,2019,48,m,15.2736039855114,333.726396014489,299,410,498,1556,0.000326658539536551,0.0021032849993477,0.0139124070212891,0.0368712250932345,0.133946983439811,0.00643625478735117,1,0,0
AUS,2019,48,f,10.4385646973541,211.561435302646,188,324,696,1430,0.000236309954115321,0.00132374469745451,0.00829522414222145,0.0256363556796427,0.11600053600675,0.00582970265866444,1,0,0
AUS,2019,48,b,25.7121686828655,545.287831317135,487,734,1194,2986,0.000282767933458243,0.00171210588561036,0.0110292657273238,0.0308947469779406,0.122866542451827,0.00613077442437965,1,0,0
AUS,2019,49,m,14.9681319058012,347.031868094199,271,452,494,1579,0.00032012536874582,0.00218714171601353,0.0126095729189611,0.0406482774198585,0.132871104054752,0.00653139222958065,1,0,0
AUS,2019,49,f,11.3084450888003,183.6915549112,190,313,680,1378,0.000256002450291597,0.00114936222394703,0.00838347120756423,0.0247659855794079,0.113333857018089,0.00561771347107665,1,0,0
AUS,2019,49,b,26.2765769946015,530.723423005399,461,765,1174,2957,0.000288974977831073,0.00166637625850549,0.0104404342921895,0.0321995659919953,0.120808476414108,0.00607123240887161,1,0,0
AUS,2019,50,m,15.4263400253665,365.573659974634,275,438,478,1572,0.000329925124931916,0.00230399993636674,0.0127956920764365,0.0393892599776505,0.128567586514517,0.00650243735585863,1,0,0
AUS,2019,50,f,14.787966654585,197.212033345415,203,342,665,1422,0.000334772434996704,0.00123396016406186,0.00895707713229231,0.0270605976618451,0.11083384546622,0.00579708893749709,1,0,0
AUS,2019,50,b,30.2143066799515,562.785693320049,478,780,1143,2994,0.000332279908635514,0.00176704603061309,0.0108254394613157,0.0328309300310541,0.117618474055643,0.00614719980796807,1,0,0
AUS,2019,51,m,17.2591725036279,341.740827496372,285,439,430,1513,0.000369124149676302,0.0021537953387019,0.0132609899701251,0.0394791897949511,0.115657033893813,0.00625838913448735,1,0,0
AUS,2019,51,f,10.003624501631,180.996375498369,199,315,732,1437,0.000226463706027182,0.00113249842525272,0.00878058300160674,0.0249242346885415,0.122000563731237,0.00585823966468588,1,0,0
