CountryCode,Year,Week,Sex,0-14,15-64,65-74,75-84,85+,Total,0-14,15-64,65-74,75-84,85+,Total,Split,SplitSex,Forecast
AUS,2016,30,f,11.9336561095844,211.066343890416,220,349,861,1653,0.000279013029772457,0.00137026677817182,0.0108218487829519,0.0304023703797418,0.150578714202781,0.00705413799409278,1,0,0
AUS,2016,30,b,26.1864564528617,532.813543547139,500,844,1424,3327,0.00029785519713423,0.00173618571816199,0.0124892445488064,0.0395682259788556,0.156718376015141,0.00715091410400942,1,0,0
AUS,2016,31,m,13.1564310861021,306.843568913898,287,480,591,1678,0.000291421114942935,0.00200742407958643,0.0145646808516016,0.0487266207389634,0.175453022898431,0.00726643922237217,1,0,0
AUS,2016,31,f,11.724293721697,207.275706278303,180,379,827,1605,0.000274118064337853,0.00134565752644449,0.00885423991332431,0.0330157546530721,0.144632516429384,0.00684929914126976,1,0,0
AUS,2016,31,b,24.8807248077991,514.119275192201,467,859,1418,3283,0.000283003284763244,0.00167526999610047,0.0116649544085852,0.0402714527438826,0.156058045779122,0.00705634235150674,1,0,0
AUS,2016,32,m,15.6624179596454,326.337582040355,332,466,621,1761,0.000346929898741589,0.00213495730929151,0.0168483416123057,0.047305427634077,0.18435926771561,0.0076258638084609,1,0,0
AUS,2016,32,f,9.63066984282251,193.369330157178,185,383,816,1587,0.000225168409991808,0.00125537574654388,0.00910019102202776,0.0333642058895161,0.142708746561521,0.00677248457146112,1,0,0
AUS,2016,32,b,25.2930878024679,519.706912197533,517,849,1437,3348,0.000287693665887893,0.00169347744537502,0.0129138788634658,0.0398026349005313,0.158149091526515,0.00719605062224934,1,0,0
AUS,2016,33,m,14.8792970616631,336.120702938337,313,454,625,1743,0.000329583403804509,0.00219896019041308,0.0158841292911196,0.0460872621156029,0.185546767024568,0.00754791630786334,1,0,0
AUS,2016,33,f,12.5617432732468,199.438256726753,194,376,914,1696,0.000293697926076271,0.00129477591003831,0.00954290301769397,0.032754416225739,0.159847787202488,0.0072376394664134,1,0,0
AUS,2016,33,b,27.4410403349099,535.55895966509,507,830,1539,3439,0.00031212533445432,0.0017451317224671,0.0126640939724897,0.0389118809981637,0.169374705538836,0.00739164220128897,1,0,0
AUS,2016,34,m,17.8551564739958,383.144843526004,328,442,597,1768,0.000395500084565411,0.0025066003096819,0.0166453495446876,0.0448690965971288,0.177234271861867,0.00765617672535995,1,0,0
AUS,2016,34,f,13.8179176005714,207.182082399429,183,416,850,1670,0.000323067718683898,0.00134504970954436,0.00900181057854638,0.0362389285901794,0.148654944334917,0.00712668508780093,1,0,0
AUS,2016,34,b,31.6730740745672,590.326925925433,511,858,1447,3438,0.000360262173666354,0.00192359445485366,0.0127640079288802,0.0402245709595475,0.15924964191988,0.00738949284327755,1,0,0
AUS,2016,35,m,16.4455388576277,360.554461142372,323,472,597,1769,0.000364276393678668,0.00235881009291287,0.0163916094601649,0.047914510393314,0.177234271861867,0.00766050714205981,1,0,0
AUS,2016,35,f,9.21194506704762,202.788054932952,201,403,876,1692,0.000215378479122599,0.00131652318206154,0.00988723456987881,0.0351064620717363,0.153202036749868,0.00722056956201148,1,0,0
AUS,2016,35,b,25.6574839246753,563.342516075324,524,875,1473,3461,0.000291838452679127,0.00183566510778247,0.0130887282871491,0.0410215612932448,0.162111072942628,0.00743892807754031,1,0,0
AUS,2016,36,m,12.9998069065057,313.000193093494,306,469,571,1672,0.000287951815955519,0.0020477017874453,0.0155288931727878,0.0476099690136955,0.169515526353645,0.00724045672217298,1,0,0
AUS,2016,36,f,13.3991928247965,210.600807175203,204,384,835,1647,0.000313277787814689,0.00136724446071885,0.0100348052351009,0.0334513186986271,0.146031621787831,0.0070285331374899,1,0,0
AUS,2016,36,b,26.3989997313022,523.601000268697,510,853,1406,3319,0.000300272749131515,0.00170616642480563,0.0127390294397826,0.0399901620378718,0.154737385307084,0.00713371923991803,1,0,0
AUS,2016,37,m,18.1684048331887,358.831595166811,292,473,528,1670,0.000402438682540243,0.00234753880357973,0.0148184209361243,0.0480160241865202,0.156749908782355,0.00723179588877326,1,0,0
AUS,2016,37,f,13.8179176005714,209.182082399429,195,403,786,1607,0.000323067718683898,0.00135803393765875,0.00959209323943467,0.0351064620717363,0.137462101467347,0.00685783409347071,1,0,0
AUS,2016,37,b,31.9863224337601,568.01367756624,487,876,1314,3277,0.000363825185406691,0.00185088619959962,0.0121645241905375,0.04106844307758,0.144612321688129,0.0070434462034382,1,0,0
AUS,2016,38,m,15.8190421392419,329.180957860758,290,467,513,1615,0.000350399197729005,0.00215355916922097,0.0147169249023152,0.0474069414272832,0.152296786373765,0.00699362297028072,1,0,0
AUS,2016,38,f,10.0493946185974,190.950605381403,173,360,809,1543,0.000234958340861017,0.00123967310942659,0.00850990836113947,0.0313606112799629,0.14148452937288,0.00658471562304002,1,0,0
AUS,2016,38,b,25.8684367578393,520.131563242161,463,827,1322,3158,0.000294237914317672,0.00169486118099476,0.0115650404521948,0.0387712356451583,0.14549276200282,0.00678767260007868,1,0,0
AUS,2016,39,m,16.7587872168206,330.241212783179,291,476,513,1627,0.0003712149916535,0.00216049554161848,0.0147676729192198,0.0483205655661387,0.152296786373765,0.00704558797067909,1,0,0
AUS,2016,39,f,15.9115414794459,193.088458520554,193,382,808,1592,0.000372017373029943,0.00125355229584349,0.00949371279595328,0.0332770930804051,0.141309641203074,0.00679382195196352,1,0,0
AUS,2016,39,b,32.6703286962665,523.329671303733,484,858,1321,3219,0.000371605345373223,0.00170528229286192,0.0120895887232446,0.0402245709595475,0.145382706963484,0.00691878343877557,1,0,0
AUS,2016,40,m,14.7226728820667,323.277327117933,326,467,534,1665,0.000326114104817093,0.00211493658849659,0.0165438535108785,0.0474069414272832,0.158531157745791,0.00721014380527393,1,0,0
AUS,2016,40,f,11.3055689459221,189.694431054078,187,338,800,1526,0.000264328133468644,0.00123151788241787,0.00919857146550914,0.0294441294795207,0.139910535844628,0.00651216852933187,1,0,0
AUS,2016,40,b,26.0282418279888,512.971758172011,513,805,1334,3191,0.000296055600905322,0.00167153078435195,0.0128139649070754,0.0377398363897853,0.146813422474858,0.00685860141445569,1,0,0
AUS,2016,41,m,15.192545420856,340.807454579144,285,471,537,1649,0.000336522001779341,0.0022296217360733,0.0144631848177926,0.0478129966001078,0.159421782227508,0.00714085713807611,1,0,0
AUS,2016,41,f,10.0493946185974,194.950605381403,194,365,750,1514,0.000234958340861017,0.00126564156565537,0.00954290301769397,0.0317961753255179,0.131166127354339,0.00646095881612611,1,0,0
AUS,2016,41,b,25.2419400394534,535.758059960547,479,836,1287,3163,0.000287111890836997,0.00174578049555788,0.0119646962777566,0.0391931717041745,0.141640835626044,0.0067984193901358,1,0,0
AUS,2016,42,m,15.505793780049,326.494206219951,286,447,491,1566,0.000343460599754173,0.00213598197195816,0.0145139328346971,0.0453766655631597,0.1457655401745,0.00678143255198738,1,0,0
AUS,2016,42,f,12.9804680490216,212.019531950978,194,356,813,1588,0.00030348785694548,0.00137645498377895,0.00954290301769397,0.0310121600435189,0.142184082052103,0.0067767520475616,1,0,0
AUS,2016,42,b,28.4862618290706,538.513738170929,480,803,1304,3154,0.000324014100494604,0.00175475993913746,0.0119896747668542,0.037646072821115,0.143511771294764,0.00677907516803298,1,0,0
AUS,2016,43,m,13.4696794452951,315.530320554705,294,486,492,1601,0.000298359712917766,0.00206425432204146,0.0149199169699334,0.0493357034982005,0.14606241500174,0.00693299713648262,1,0,0
AUS,2016,43,f,9.84003223070996,206.15996776929,164,357,778,1515,0.000230063375426412,0.00133841402478597,0.00806719636547326,0.0310992728526299,0.136062996108901,0.00646522629222659,1,0,0
AUS,2016,43,b,23.3097116760051,521.690288323995,458,843,1270,3116,0.000265133954985338,0.00169994032408036,0.0114401480067067,0.0395213441945205,0.139769899957324,0.00669739956359885,1,0,0
AUS,2016,44,m,16.1322904984348,343.867709501565,285,456,526,1627,0.000357337795703836,0.00224964245686822,0.0144631848177926,0.0462902897020152,0.156156159127876,0.00704558797067909,1,0,0
AUS,2016,44,f,10.0493946185974,205.950605381403,175,322,726,1439,0.000234958340861017,0.00133705482028452,0.00860828880462085,0.0280503245337446,0.126968811279,0.00614089810859014,1,0,0
AUS,2016,44,b,26.1816851170322,549.818314882968,460,778,1252,3066,0.000297800926058009,0.00179159617364202,0.0114901049849019,0.0364740282127366,0.137788909249267,0.00658993166302762,1,0,0
AUS,2016,45,m,15.0359212412596,329.96407875874,295,468,532,1640,0.000333052702791925,0.00215868248255422,0.0149706649868379,0.0475084552204893,0.157937408091312,0.00710188338777733,1,0,0
AUS,2016,45,f,10.0493946185974,194.950605381403,188,381,701,1475,0.000234958340861017,0.00126564156565537,0.00924776168724983,0.0331899802712941,0.122596607033855,0.00629452724820741,1,0,0
AUS,2016,45,b,25.085315859857,524.914684140143,483,849,1233,3115,0.000285330384966829,0.00171044709522666,0.012064610234147,0.0398026349005313,0.135697863501874,0.00669525020558742,1,0,0
AUS,2016,46,m,19.1081499107674,343.891850089233,293,424,444,1524,0.000423254476464738,0.002249800388798,0.0148691689530288,0.0430418483194177,0.131812423294253,0.00659955505059308,1,0,0
AUS,2016,46,f,10.0493946185974,184.950605381403,178,314,737,1424,0.000234958340861017,0.00120072042508341,0.00875585946984293,0.0273534220608565,0.128892581146864,0.00607688596708295,1,0,0
AUS,2016,46,b,29.1575445293648,528.842455470636,471,738,1181,2948,0.000331649537591214,0.00172324583236612,0.0117648683649757,0.0345987568393311,0.129975001456377,0.00633630741767952,1,0,0
AUS,2016,47,m,15.0359212412596,320.96407875874,289,409,502,1536,0.000333052702791925,0.00209980291476589,0.0146661768854107,0.0415191414213251,0.149031163274133,0.00665152005099145,1,0,0
AUS,2016,47,f,12.1430184974719,199.856981502528,195,330,742,1479,0.000283907995207062,0.00129749431904121,0.00959209323943467,0.0287472270066327,0.129767021995893,0.00631159715260933,1,0,0
AUS,2016,47,b,27.1789397387315,520.821060261268,484,739,1244,3015,0.000309144097764879,0.00169710792357814,0.0120895887232446,0.0346456386236662,0.136908468934575,0.00648031440444497,1,0,0
AUS,2016,48,m,17.3852839352064,338.614716064794,313,397,463,1529,0.000385092187603163,0.00221527645874021,0.0158841292911196,0.040300975902851,0.1374530450118,0.0066212071340924,1,0,0
AUS,2016,48,f,10.6774817822597,192.32251821774,176,311,669,1359,0.00024964323716483,0.00124857972403662,0.00865747902636154,0.0270920836335235,0.11700018560007,0.00579950002055177,1,0,0
AUS,2016,48,b,28.0627657174661,530.937234282534,489,708,1132,2888,0.000319197086858773,0.00173007171939541,0.0122144811687327,0.033192303309277,0.12458230452889,0.00620734593699405,1,0,0
AUS,2016,49,m,12.3733101881199,314.62668981188,270,396,437,1430,0.000274074620005855,0.00205834261231059,0.0137019645642245,0.0401994621096448,0.129734299503578,0.00619249588080584,1,0,0
AUS,2016,49,f,11.3055689459221,184.694431054078,169,315,631,1311,0.000264328133468644,0.0011990573121319,0.00831314747417671,0.0274405348699675,0.11035443514745,0.00559466116772875,1,0,0
AUS,2016,49,b,23.678879134042,499.321120865958,439,711,1068,2741,0.000269333012852792,0.00162704985510079,0.010965556713852,0.0333329486622824,0.117538782011356,0.00589139030931465,1,0,0
AUS,2016,50,m,16.1322904984348,351.867709501565,280,404,438,1490,0.000357337795703836,0.00230197985045784,0.0142094447332699,0.0410115724552942,0.130031174330817,0.0064523208827977,1,0,0
AUS,2016,50,f,12.3523808853593,199.647619114641,185,350,664,1411,0.000288802960641667,0.00129613511453976,0.00910019102202776,0.0304894831888528,0.116125744751041,0.00602140877777671,1,0,0
AUS,2016,50,b,28.4846713837941,551.515328616206,465,754,1102,2901,0.000323996010135864,0.00179712593361688,0.01161499743039,0.0353488653886933,0.121280653348796,0.00623528759114257,1,0,0
AUS,2016,51,m,13.3130552656986,338.686944734301,290,415,466,1523,0.00029489041393035,0.00221574899127827,0.0147169249023152,0.0421282241805621,0.138343669493518,0.00659522463389321,1,0,0
AUS,2016,51,f,11.3055689459221,210.694431054078,174,328,685,1409,0.000264328133468644,0.00136785227761898,0.00855909858288016,0.0285730013884106,0.119798396316963,0.00601287382557575,1,0,0
AUS,2016,51,b,24.6186242116207,549.381375788379,464,743,1151,2932,0.000280022048073804,0.00179017239711659,0.0115900189412924,0.0348331657610068,0.126673350276283,0.00630191768949673,1,0,0
AUS,2016,52,m,18.0117806535922,337.988219346408,331,399,437,1523,0.000398969383552827,0.00221117780807362,0.0167975935954012,0.0405040034892633,0.129734299503578,0.00659522463389321,1,0,0
AUS,2016,52,f,10.0493946185974,179.950605381403,197,324,685,1396,0.000234958340861017,0.00116825985479744,0.00969047368291605,0.0282245501519666,0.119798396316963,0.00595739663626952,1,0,0
AUS,2016,52,b,28.0611752721896,517.938824727811,528,723,1122,2919,0.000319178996500033,0.00168771608992419,0.0131886422435396,0.033895530074304,0.123481754135525,0.00627397603534821,1,0,0
AUS,2017,1,m,17.1412170823307,331.858782917669,287,433,460,1529,0.000374395733784344,0.00214374110904361,0.0141169758308652,0.0423940035919987,0.132039713372621,0.00651706258455343,1,0,0
AUS,2017,1,f,12.9249067263241,192.075093273676,196,332,633,1366,0.000298287877984345,0.00123041233960485,0.00929050753923274,0.0281443395539359,0.108989242869451,0.00573617846661393,1,0,0
AUS,2017,1,b,30.0661238086548,523.933876191345,483,765,1093,2895,0.000337389459090485,0.00168516330798776,0.0116590810880571,0.0347568630231431,0.117631700662962,0.0061237111284844,1,0,0
AUS,2017,2,m,15.9058140493699,303.09418595063,278,412,456,1465,0.000347412257475562,0.00195792758781879,0.0136742832089914,0.0403379433716015,0.13089154195199,0.00624427513824119,1,0,0
AUS,2017,2,f,13.1557086321513,219.844291367849,202,339,658,1432,0.000303614447234065,0.00140829882875688,0.00957491083125007,0.0287377443035671,0.113293715336649,0.0060133291099496,1,0,0
AUS,2017,2,b,29.0615226815212,522.938477318479,480,751,1114,2897,0.00032611624565458,0.00168196174051219,0.0115866644353363,0.0341207897129157,0.11989177908375,0.00612794167157835,1,0,0
AUS,2017,3,m,14.2071348790489,318.792865120951,299,411,458,1501,0.000310309977550988,0.00205933790337296,0.0147072326600303,0.0402400357420588,0.131465627662305,0.00639771807679183,1,0,0
AUS,2017,3,f,10.8476895738791,170.152310426121,173,323,628,1305,0.000250348754736861,0.00108997735621179,0.00820029491983298,0.0273813905901244,0.108128348376011,0.00548002408413703,1,0,0
AUS,2017,3,b,25.054824452928,488.945175547072,472,734,1086,2806,0.000281154754885533,0.00157262682733775,0.011393553361414,0.033348414979068,0.116878341189365,0.00593545196080388,1,0,0
AUS,2017,4,m,16.5235155658503,331.47648443415,288,407,457,1500,0.000360903995629953,0.00214127153759565,0.0141661638999623,0.0398484052238879,0.131178584807147,0.0063934557729432,1,0,0
AUS,2017,4,f,15.002123878769,206.997876121231,166,338,661,1387,0.000346227001231829,0.0013260060776785,0.0078684910791461,0.0286529721964769,0.113810252032713,0.00582436276222073,1,0,0
AUS,2017,4,b,31.5256394446193,538.474360555381,454,745,1118,2887,0.000353767532768556,0.00173193083313572,0.0109590534450889,0.0338481868656753,0.12032227021152,0.00610678895610863,1,0,0
AUS,2017,5,m,12.1996049504876,311.800395049512,237,382,443,1386,0.000266461828549218,0.00201416795061743,0.0116575723760106,0.0374007144853199,0.127159984834937,0.00590755313419952,1,0,0
AUS,2017,5,f,14.0789162554601,187.92108374454,194,322,640,1358,0.000324920724232947,0.00120380220241126,0.00919570644189363,0.0272966184830342,0.110194495160266,0.00570258444923991,1,0,0
AUS,2017,5,b,26.2785212059477,499.721478794052,431,704,1083,2744,0.0002948865677464,0.00160728736686913,0.0104038591075624,0.0319854007428664,0.116555472843538,0.00580430512489161,1,0,0
AUS,2017,6,m,14.9792617746494,331.020738225351,289,401,434,1470,0.000327174650243976,0.00213832750858879,0.0142153519690594,0.0392609594466316,0.124576599138516,0.00626558665748434,1,0,0
AUS,2017,6,f,11.0784914797063,193.921508520294,202,348,686,1441,0.000255675323986581,0.00124224027660987,0.00957491083125007,0.0295006932673786,0.118114724499911,0.00605112237949537,1,0,0
AUS,2017,6,b,26.0577532543557,524.942246745645,491,749,1120,2911,0.000292409202182213,0.00168840659714348,0.0118521921619794,0.0340299220971689,0.120537515775404,0.00615755547323596,1,0,0
AUS,2017,7,m,17.1412170823307,316.858782917669,285,372,450,1441,0.000374395733784344,0.00204684412065312,0.014018599692671,0.0364216381898927,0.129169284821042,0.0061419798458741,1,0,0
AUS,2017,7,f,11.5400952913608,188.459904708639,196,322,690,1408,0.000266328462486022,0.00120725383141618,0.00929050753923274,0.0272966184830342,0.118803440094662,0.00591254705782754,1,0,0
AUS,2017,7,b,28.6813123736915,505.318687626308,481,694,1140,2849,0.000321849684693291,0.00162529004121389,0.0116108033195766,0.0315310626641325,0.122689971414251,0.00602640863732368,1,0,0
AUS,2017,8,m,16.8323663240905,292.167633675909,323,423,473,1528,0.000367649864707148,0.00188734425389135,0.0158877463183605,0.0414149272965715,0.135771270489673,0.00651280028070481,1,0,0
AUS,2017,8,f,14.0789162554601,215.92108374454,198,323,679,1430,0.000324920724232947,0.00138316718368891,0.00938530863657185,0.0273813905901244,0.116909472209095,0.00600493060560609,1,0,0
AUS,2017,8,b,30.9112825795506,508.088717420449,521,746,1152,2958,0.000346873477129286,0.00163419947193261,0.0125763586891879,0.0338936206735487,0.123981444797559,0.00625697323594365,1,0,0
AUS,2017,9,m,18.0677693570513,331.932230642949,285,402,465,1502,0.00039463334101593,0.00214421556660252,0.014018599692671,0.0393588670761743,0.13347492764841,0.00640198038064046,1,0,0
AUS,2017,9,f,11.0784914797063,194.921508520294,193,338,669,1406,0.000255675323986581,0.00124864616879835,0.00914830589322408,0.0286529721964769,0.115187683222216,0.00590414855348403,1,0,0
AUS,2017,9,b,29.1462608367576,526.853739163243,478,740,1134,2908,0.000327067141770803,0.00169455465710297,0.0115383866668557,0.0336210178263084,0.122044234722597,0.00615120965859504,1,0,0
AUS,2017,10,m,15.2881125328896,363.71188746711,288,396,488,1551,0.000333920519321172,0.00234950576915881,0.0141661638999623,0.038771421298918,0.140076913317041,0.00661083326922327,1,0,0
AUS,2017,10,f,15.4637276904234,192.536272309577,214,322,722,1466,0.000356880139731269,0.00123336660278842,0.0101437174152847,0.0272966184830342,0.124313164852676,0.00615610368378918,1,0,0
AUS,2017,10,b,30.751840223313,556.248159776687,502,718,1210,3017,0.000345084281732185,0.00178909788350668,0.0121177198886225,0.0326214740530938,0.130223566150214,0.00638177425721501,1,0,0
AUS,2017,11,m,16.06023942849,327.93976057151,278,444,434,1500,0.00035078519201416,0.00211842501152508,0.0136742832089914,0.0434709875169687,0.124576599138516,0.0063934557729432,1,0,0
AUS,2017,11,f,11.770897197188,179.229102802812,177,281,636,1285,0.000271655031735742,0.00114812230959416,0.0083898971145112,0.0238209620923373,0.109505779565515,0.00539603904070198,1,0,0
AUS,2017,11,b,27.831136625678,507.168863374322,455,725,1070,2785,0.000312309368236816,0.00163124088429842,0.0109831923293292,0.0329395107082075,0.115156376678288,0.00589103125831747,1,0,0
AUS,2017,12,m,16.8323663240905,298.167633675909,313,383,450,1461,0.000367649864707148,0.00192610304924754,0.0153958656273896,0.0374986221148626,0.129169284821042,0.00622722592284668,1,0,0
AUS,2017,12,f,13.1557086321513,193.844291367849,191,352,674,1424,0.000303614447234065,0.0012417456318562,0.00905350479588497,0.0298397816957393,0.116048577715656,0.00597973509257558,1,0,0
AUS,2017,12,b,29.9880749562418,492.011925043758,504,735,1124,2885,0.000336513627531157,0.00158249061733387,0.0121659976571031,0.0333938487869414,0.120968006903174,0.00610255841301468,1,0,0
AUS,2017,13,m,17.4500678405709,345.549932159429,276,419,440,1498,0.000381141602861539,0.00223218318431902,0.0135759070707972,0.0410232967784006,0.126298856269464,0.00638493116524594,1,0,0
AUS,2017,13,f,13.1557086321513,191.844291367849,191,318,646,1360,0.000303614447234065,0.00122893384747923,0.00905350479588497,0.0269575300546736,0.111227568552394,0.00571098295358342,1,0,0
AUS,2017,13,b,30.6057764727222,537.394223527278,467,737,1086,2858,0.000343445215448876,0.00172845671670601,0.0112728589402126,0.0334847164026882,0.116878341189365,0.00604544608124643,1,0,0
AUS,2017,14,m,15.5969632911298,312.40303670887,342,436,469,1575,0.000340666388398367,0.00201806089474212,0.0168223196312052,0.0426877264806269,0.134623099069042,0.00671312856159036,1,0,0
AUS,2017,14,f,13.8481143496329,213.151885650367,186,319,681,1413,0.000319594154983226,0.00136542799924907,0.00881650205253719,0.0270423021617637,0.117253830006471,0.0059335433186863,1,0,0
AUS,2017,14,b,29.4450776407627,525.554922359237,528,755,1150,2988,0.000330420338894318,0.00169037718639269,0.0127453308788699,0.0343025249444092,0.123766199233674,0.00632043138235282,1,0,0
AUS,2017,15,m,14.361560258169,337.638439741831,254,418,500,1524,0.000313682912089585,0.00218107653172306,0.0124937695506612,0.0409253891488579,0.143521427578936,0.00649575106531029,1,0,0
AUS,2017,15,f,11.0784914797063,177.921508520294,181,352,720,1442,0.000255675323986581,0.00113974600159407,0.00857949930918942,0.0298397816957393,0.1239688070553,0.00605532163166712,1,0,0
AUS,2017,15,b,25.4400517378753,515.559948262125,435,770,1220,2966,0.000285477614264494,0.00165822968767553,0.0105004146445235,0.0349840320625101,0.131299793969637,0.00627389540831943,1,0,0
AUS,2017,16,m,14.6704110164092,297.329588983591,312,442,518,1584,0.000320428781166781,0.00192068944879272,0.0153466775582925,0.0432751722578832,0.148688198971778,0.00675148929622802,1,0,0
AUS,2017,16,f,11.0784914797063,199.921508520294,171,320,725,1427,0.000255675323986581,0.00128067562974079,0.00810549382249387,0.0271270742688539,0.124829701548739,0.00599233284909083,1,0,0
AUS,2017,16,b,25.7489024961155,497.251097503885,483,762,1243,3011,0.000288943408223354,0.00159934171552627,0.0116590810880571,0.034620561599523,0.13377511795431,0.00636908262793317,1,0,0
AUS,2017,17,m,17.2956424614508,338.704357538549,290,437,486,1569,0.000377768668322942,0.00218796214668131,0.0142645400381565,0.0427856341101696,0.139502827606726,0.00668755473849859,1,0,0
AUS,2017,17,f,9.92448195057026,198.07551804943,176,332,725,1441,0.000229042477737979,0.00126885041380346,0.00834249656584165,0.0281443395539359,0.124829701548739,0.00605112237949537,1,0,0
AUS,2017,17,b,27.2201244120211,536.779875587979,466,769,1211,3010,0.000305452844875994,0.0017264807486446,0.0112487200559723,0.0349385982546367,0.130331188932156,0.0063669673563862,1,0,0
AUS,2017,18,m,16.6779409449704,323.32205905503,276,427,475,1518,0.000364276930168551,0.00208859558684287,0.0135759070707972,0.0418065578147424,0.136345356199989,0.00647017724221852,1,0,0
AUS,2017,18,f,11.770897197188,194.229102802812,183,366,690,1445,0.000271655031735742,0.00124421069242147,0.00867430040652853,0.0310265911950016,0.118803440094662,0.00606791938818238,1,0,0
AUS,2017,18,b,28.4488381421584,517.551161857842,459,793,1165,2963,0.000319240956154534,0.00166463416015259,0.0110797478662903,0.036029009643598,0.125380540962809,0.00626754959367851,1,0,0
AUS,2017,19,m,14.2071348790489,331.792865120951,296,461,520,1623,0.000310309977550988,0.00214331529331138,0.014559668452739,0.0451354172191949,0.149262284682093,0.00691771914632454,1,0,0
AUS,2017,19,f,10.1552838563975,181.844716143603,185,370,737,1484,0.000234369046987699,0.00116487764666204,0.00876910150386764,0.0313656796233623,0.126895848332994,0.00623169022288073,1,0,0
AUS,2017,19,b,24.3624187354464,513.637581264554,481,831,1257,3107,0.000273384867686937,0.00165204665108255,0.0116108033195766,0.0377554943427868,0.135281836901503,0.0065721486964425,1,0,0
AUS,2017,20,m,12.817306466968,311.182693533032,291,436,493,1544,0.000279953566703609,0.00201017772283935,0.0143137281072536,0.0426877264806269,0.141512127592831,0.00658099714228287,1,0,0
AUS,2017,20,f,15.2329257845962,200.767074215404,205,329,797,1547,0.000351553570481549,0.00128609223242195,0.00971711247725873,0.0278900232326654,0.137226582254269,0.00649624310970113,1,0,0
AUS,2017,20,b,28.0502322515642,511.949767748436,496,765,1290,3091,0.000314767967661779,0.00164661802442309,0.0119728865831808,0.0347568630231431,0.1388333887056,0.00653830435169095,1,0,0
AUS,2017,21,m,15.2881125328896,333.71188746711,324,438,507,1618,0.000333920519321172,0.00215571179237784,0.0159369343874576,0.0428835417397123,0.145530727565041,0.0068964076270814,1,0,0
AUS,2017,21,f,13.6173124438057,226.382687556194,199,337,779,1555,0.000314267585733506,0.00145018308982504,0.00943270918524141,0.0285682000893868,0.134127362077887,0.00652983712707516,1,0,0
AUS,2017,21,b,28.9054249766953,560.094575023304,523,775,1286,3173,0.000324364582535927,0.00180146936421338,0.0126246364576685,0.035211201101877,0.13840289757783,0.00671175661854267,1,0,0
AUS,2017,22,m,17.2956424614508,336.704357538549,295,472,532,1653,0.000377768668322942,0.00217504254822925,0.0145104803836419,0.0462124011441649,0.152706798943988,0.00704558826178341,1,0,0
AUS,2017,22,f,13.6173124438057,194.382687556194,167,365,810,1550,0.000314267585733506,0.00124519453979344,0.00791589162781565,0.0309418190879115,0.139464907937212,0.00650884086621639,1,0,0
AUS,2017,22,b,30.9129549052565,531.087045094743,462,837,1342,3203,0.00034689224326851,0.00170817052000366,0.0111521645190112,0.0380280971900272,0.144429773366601,0.00677521476495183,1,0,0
AUS,2017,23,m,15.9058140493699,328.09418595063,286,482,587,1699,0.000347412257475562,0.0021194225684696,0.0140677877617681,0.0471914774395921,0.168494155977671,0.00724165423882033,1,0,0
AUS,2017,23,f,11.770897197188,202.229102802812,186,332,832,1564,0.000271655031735742,0.00129545782992937,0.00881650205253719,0.0281443395539359,0.143252843708346,0.00656763039662093,1,0,0
AUS,2017,23,b,27.6767112465579,530.323288753442,472,814,1419,3263,0.000310576471257386,0.00170571399978023,0.011393553361414,0.0369831196089392,0.15271672757616,0.00690213105777016,1,0,0
AUS,2017,24,m,15.9058140493699,338.09418595063,288,451,613,1706,0.000347412257475562,0.00218402056072993,0.0141661638999623,0.0441563409237677,0.175957270211775,0.00727149036576073,1,0,0
AUS,2017,24,f,12.4633029146696,185.53669708533,203,362,797,1560,0.000287634739484904,0.00118852807853669,0.00962231137991962,0.030687502766641,0.137226582254269,0.00655083338793392,1,0,0
AUS,2017,24,b,28.3691169640395,523.63088303596,491,813,1410,3266,0.000318346358455983,0.00168418877098753,0.0118521921619794,0.0369376858010658,0.151748122538679,0.00690847687241108,1,0,0
AUS,2017,25,m,14.2071348790489,325.792865120951,309,436,551,1636,0.000310309977550988,0.00210455649795519,0.0151991133510012,0.0426877264806269,0.158160613191987,0.00697312909635672,1,0,0
AUS,2017,25,f,12.0016991030152,197.998300896985,192,407,787,1596,0.000276981600985463,0.0012683557690498,0.00910090534455452,0.0345022475856985,0.13550479326739,0.00670200646611701,1,0,0
AUS,2017,25,b,26.2088339820641,523.791166017936,501,843,1338,3232,0.000294104566883194,0.00168470429978304,0.0120935810043822,0.0383007000372675,0.143999282238831,0.00683655763981402,1,0,0
AUS,2017,26,m,13.4350079834484,328.564992016552,324,468,553,1687,0.000293445304857999,0.00212246388112985,0.0159369343874576,0.045820770625994,0.158734698902303,0.00719050659263679,1,0,0
AUS,2017,26,f,13.6173124438057,195.382687556194,226,409,782,1626,0.000314267585733506,0.00125160043198192,0.0107125239993194,0.0346717917998789,0.134643898773951,0.00682798403126958,1,0,0
AUS,2017,26,b,27.0523204272541,523.947679572746,550,877,1335,3313,0.000303569818782772,0.00168520770471972,0.0132763863321562,0.0398454495049628,0.143676413893004,0.00700789463511877,1,0,0
AUS,2017,27,m,16.2146648076101,347.78533519239,350,514,537,1765,0.000354158126552758,0.00224662343910121,0.017215824183982,0.0503245215849592,0.154142013219777,0.00752296629282983,1,0,0
AUS,2017,27,f,12.4633029146696,211.53669708533,230,400,849,1703,0.000287634739484904,0.00135508127543737,0.0109021261939976,0.0339088428360674,0.146179884986041,0.00715132644849453,1,0,0
